gene_id	gene_type	gene_status	gene_name
ENSG00000139988.5	protein_coding	KNOWN	RDH12
ENSG00000214719.5	processed_transcript	NOVEL	LRRC37BP1
ENSG00000232140.1	lincRNA	PUTATIVE	AC073257.1
ENSG00000254418.1	antisense	NOVEL	RP11-21L19.1
ENSG00000254562.1	lincRNA	NOVEL	RP11-64I17.1
ENSG00000104998.2	protein_coding	KNOWN	IL27RA
ENSG00000230806.1	lincRNA	KNOWN	AL358175.1
ENSG00000240291.1	processed_transcript	NOVEL	RP11-499P20.2
ENSG00000082068.4	protein_coding	KNOWN	WDR70
ENSG00000235763.1	pseudogene	KNOWN	SNRPGP5
ENSG00000137948.14	protein_coding	KNOWN	BRDT
ENSG00000186723.2	protein_coding	KNOWN	OR10H1
ENSG00000141433.8	protein_coding	KNOWN	ADCYAP1
ENSG00000235204.1	antisense	NOVEL	RP11-121A14.2
ENSG00000223911.1	antisense	NOVEL	AC009480.3
ENSG00000235795.1	antisense	PUTATIVE	RP11-421L21.2
ENSG00000154016.9	protein_coding	KNOWN	GRAP
ENSG00000244657.1	pseudogene	KNOWN	GS1-124K5.8
ENSG00000241231.1	lincRNA	NOVEL	RP11-275H4.1
ENSG00000255774.1	lincRNA	NOVEL	AP000439.3
ENSG00000226544.4	pseudogene	KNOWN	RPL7P22
ENSG00000201920.1	rRNA	KNOWN	RNA5SP442
ENSG00000121068.9	protein_coding	KNOWN	TBX2
ENSG00000250893.1	antisense	NOVEL	RP11-588L15.2
ENSG00000079819.11	protein_coding	KNOWN	EPB41L2
ENSG00000260494.1	pseudogene	KNOWN	AC002310.10
ENSG00000262904.1	pseudogene	KNOWN	RP11-144N1.1
ENSG00000139719.4	protein_coding	KNOWN	VPS33A
ENSG00000254146.1	pseudogene	KNOWN	HMGB1P46
ENSG00000253346.1	pseudogene	KNOWN	CTD-3107M8.1
ENSG00000207073.1	misc_RNA	KNOWN	Y_RNA
ENSG00000189295.8	lincRNA	NOVEL	ANKRD62P1-PARP4P3
ENSG00000244544.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000225165.3	pseudogene	KNOWN	CTD-2538A21.1
ENSG00000222348.1	snRNA	KNOWN	U6
ENSG00000143184.4	protein_coding	KNOWN	XCL1
ENSG00000266392.1	miRNA	KNOWN	MIR4740
ENSG00000261798.1	antisense	NOVEL	RP1-118J21.25
ENSG00000213509.4	pseudogene	KNOWN	PPIAP16
ENSG00000119772.12	protein_coding	KNOWN	DNMT3A
ENSG00000223561.2	processed_transcript	NOVEL	AC003090.1
ENSG00000229642.1	lincRNA	NOVEL	AC027119.1
ENSG00000136643.7	protein_coding	KNOWN	RPS6KC1
ENSG00000166825.9	protein_coding	KNOWN	ANPEP
ENSG00000138735.11	protein_coding	KNOWN	PDE5A
ENSG00000203518.1	pseudogene	KNOWN	AL023807.1
ENSG00000265727.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000252130.1	snRNA	KNOWN	U6
ENSG00000244576.1	lincRNA	PUTATIVE	AC090505.3
ENSG00000241757.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000166896.3	protein_coding	KNOWN	XRCC6BP1
ENSG00000253153.1	pseudogene	KNOWN	KB-1562D12.3
ENSG00000237958.1	pseudogene	KNOWN	OR2Q1P
ENSG00000253974.1	sense_intronic	NOVEL	NRG1-IT1
ENSG00000167676.3	protein_coding	KNOWN	PLIN4
ENSG00000235781.1	antisense	PUTATIVE	XXbac-BPG249D20.9
ENSG00000131174.4	protein_coding	KNOWN	COX7B
ENSG00000201683.1	misc_RNA	KNOWN	Y_RNA
ENSG00000185839.2	pseudogene	KNOWN	RP4-592A1.2
ENSG00000233290.1	lincRNA	PUTATIVE	RP11-147G16.1
ENSG00000223608.1	sense_intronic	NOVEL	DSCR4-IT1
ENSG00000243016.1	pseudogene	KNOWN	RP11-305F5.2
ENSG00000257151.1	lincRNA	NOVEL	RP11-701H24.2
ENSG00000245750.3	lincRNA	NOVEL	RP11-279F6.1
ENSG00000261507.1	lincRNA	NOVEL	RP11-1437A8.6
ENSG00000229456.1	pseudogene	KNOWN	RLIMP1
ENSG00000199077.1	miRNA	KNOWN	MIR129-2
ENSG00000252146.1	miRNA	KNOWN	AL390776.1
ENSG00000255456.1	antisense	NOVEL	CTD-2517M22.9
ENSG00000235594.1	pseudogene	KNOWN	RP11-380D15.2
ENSG00000227076.1	sense_intronic	PUTATIVE	RP11-4C20.4
ENSG00000140511.7	protein_coding	KNOWN	HAPLN3
ENSG00000164611.8	protein_coding	KNOWN	PTTG1
ENSG00000048162.15	protein_coding	KNOWN	NOP16
ENSG00000064102.10	protein_coding	KNOWN	ASUN
ENSG00000263716.1	pseudogene	KNOWN	MCART4P
ENSG00000115685.10	protein_coding	KNOWN	PPP1R7
ENSG00000071189.16	protein_coding	KNOWN	SNX13
ENSG00000228404.1	antisense	PUTATIVE	AP001468.58
ENSG00000264530.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000249309.1	antisense	NOVEL	RP11-153M7.5
ENSG00000255248.2	processed_transcript	NOVEL	RP11-166D19.1
ENSG00000130649.5	protein_coding	KNOWN	CYP2E1
ENSG00000167332.7	protein_coding	KNOWN	OR51E2
ENSG00000235382.1	pseudogene	KNOWN	MTND4P31
ENSG00000255535.1	pseudogene	KNOWN	RP11-679I18.4
ENSG00000255871.1	lincRNA	NOVEL	RP11-69C13.1
ENSG00000248574.1	pseudogene	KNOWN	ADAM20P2
ENSG00000100029.12	protein_coding	KNOWN	PES1
ENSG00000211685.1	IG_C_gene	KNOWN	IGLC7
ENSG00000224269.1	antisense	NOVEL	AP000697.6
ENSG00000207620.1	miRNA	KNOWN	MIR516A2
ENSG00000259248.1	antisense	NOVEL	RP11-265M18.2
ENSG00000119471.10	protein_coding	KNOWN	HSDL2
ENSG00000228929.1	pseudogene	KNOWN	RP11-159C21.4
ENSG00000229086.1	protein_coding	KNOWN	C21orf54
ENSG00000264054.1	pseudogene	KNOWN	RPL31P9
ENSG00000231061.1	antisense	PUTATIVE	LINC00395
ENSG00000224650.2	IG_V_gene	KNOWN	IGHV3-74
ENSG00000252643.1	snRNA	KNOWN	U6
ENSG00000175894.10	protein_coding	KNOWN	TSPEAR
ENSG00000229107.2	pseudogene	KNOWN	FAM108A5P
ENSG00000211779.3	TR_V_gene	KNOWN	TRAV5
ENSG00000132300.14	protein_coding	KNOWN	PTCD3
ENSG00000213777.4	pseudogene	KNOWN	CTD-2224J9.8
ENSG00000223985.1	lincRNA	NOVEL	AC093326.1
ENSG00000255521.1	antisense	NOVEL	RP4-607I7.1
ENSG00000250813.1	pseudogene	KNOWN	SERF1AP1
ENSG00000260933.1	pseudogene	KNOWN	RP11-164A6.1
ENSG00000197919.3	protein_coding	KNOWN	IFNA1
ENSG00000267567.1	lincRNA	NOVEL	CTD-2538C1.3
ENSG00000198780.7	protein_coding	KNOWN	FAM169A
ENSG00000141979.3	protein_coding	KNOWN	CALR3
ENSG00000186453.8	protein_coding	KNOWN	FAM228A
ENSG00000250694.1	lincRNA	PUTATIVE	CTD-2074D8.1
ENSG00000242976.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000225675.1	lincRNA	PUTATIVE	RP4-784A16.5
ENSG00000206617.1	misc_RNA	KNOWN	RNY1P5
ENSG00000207249.1	snoRNA	KNOWN	SNORA72
ENSG00000229117.4	protein_coding	KNOWN	RPL41
ENSG00000201699.1	snRNA	KNOWN	U1
ENSG00000251905.1	snRNA	KNOWN	RNU7-2P
ENSG00000100884.5	protein_coding	KNOWN	CPNE6
ENSG00000225716.1	pseudogene	KNOWN	TCEB1P13
ENSG00000254866.1	pseudogene	KNOWN	DEFB109P3
ENSG00000249823.1	processed_transcript	NOVEL	RP11-311D14.2
ENSG00000200034.1	snRNA	KNOWN	U4
ENSG00000189132.5	protein_coding	KNOWN	FAM47B
ENSG00000251919.1	snRNA	KNOWN	U7
ENSG00000243250.1	pseudogene	KNOWN	RPS6P16
ENSG00000234531.2	3prime_overlapping_ncrna	NOVEL	RP11-288G11.3
ENSG00000232769.2	protein_coding	KNOWN	AL138968.1
ENSG00000138375.8	protein_coding	KNOWN	SMARCAL1
ENSG00000257454.1	processed_transcript	NOVEL	CTD-2021H9.2
ENSG00000207546.1	miRNA	KNOWN	MIR548C
ENSG00000214295.4	pseudogene	KNOWN	FOXO1B
ENSG00000222346.1	rRNA	KNOWN	RNA5SP237
ENSG00000221118.1	miRNA	KNOWN	AC112249.1
ENSG00000254814.1	antisense	NOVEL	RP11-535A19.1
ENSG00000225455.3	pseudogene	KNOWN	TPI1P4
ENSG00000267080.1	antisense	NOVEL	CTB-175E5.4
ENSG00000233376.1	lincRNA	PUTATIVE	RP5-881L22.6
ENSG00000197444.5	protein_coding	KNOWN	OGDHL
ENSG00000254081.1	lincRNA	NOVEL	CTD-3025N20.2
ENSG00000158483.11	protein_coding	KNOWN	FAM86C1
ENSG00000137440.3	protein_coding	KNOWN	FGFBP1
ENSG00000260741.1	antisense	NOVEL	CTC-391G2.1
ENSG00000168811.2	protein_coding	KNOWN	IL12A
ENSG00000212961.4	pseudogene	KNOWN	RP11-632K5.5
ENSG00000232806.1	lincRNA	NOVEL	AP001610.9
ENSG00000105374.4	protein_coding	KNOWN	NKG7
ENSG00000173715.9	protein_coding	KNOWN	C11orf80
ENSG00000204519.4	protein_coding	KNOWN	ZNF551
ENSG00000159445.8	protein_coding	KNOWN	THEM4
ENSG00000265737.1	antisense	NOVEL	RP11-1157N2__B.2
ENSG00000249184.1	lincRNA	PUTATIVE	RP11-424M21.1
ENSG00000260694.1	antisense	NOVEL	RP11-556H2.4
ENSG00000265457.1	miRNA	KNOWN	AC093611.2
ENSG00000073969.13	protein_coding	KNOWN	NSF
ENSG00000218227.3	pseudogene	KNOWN	RP11-889L3.1
ENSG00000236317.1	pseudogene	KNOWN	RP11-348H3.5
ENSG00000240279.2	pseudogene	KNOWN	AL353997.4
ENSG00000226053.1	lincRNA	NOVEL	RP5-1070A16.1
ENSG00000083444.11	protein_coding	KNOWN	PLOD1
ENSG00000237390.1	lincRNA	NOVEL	RP11-139I14.2
ENSG00000182613.1	protein_coding	KNOWN	OR2V2
ENSG00000247775.2	lincRNA	NOVEL	RP11-67M1.1
ENSG00000224535.1	lincRNA	NOVEL	RP11-61J19.2
ENSG00000200883.1	misc_RNA	KNOWN	Y_RNA
ENSG00000187522.8	protein_coding	KNOWN	HSPA14
ENSG00000168918.9	protein_coding	KNOWN	INPP5D
ENSG00000115137.7	protein_coding	KNOWN	DNAJC27
ENSG00000255458.1	lincRNA	NOVEL	RP11-539G18.2
ENSG00000253026.1	snRNA	KNOWN	U6
ENSG00000265474.1	antisense	NOVEL	AC010761.9
ENSG00000224456.1	antisense	NOVEL	AP003774.7
ENSG00000202440.1	snoRNA	KNOWN	SNORD42
ENSG00000168000.9	protein_coding	KNOWN	BSCL2
ENSG00000178878.7	protein_coding	KNOWN	APOLD1
ENSG00000223595.1	pseudogene	KNOWN	LYPLA1P1
ENSG00000069493.9	protein_coding	KNOWN	CLEC2D
ENSG00000265546.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000236226.1	antisense	PUTATIVE	RP11-645N11.3
ENSG00000232987.1	lincRNA	NOVEL	AC051649.6
ENSG00000256122.1	pseudogene	KNOWN	AC093334.1
ENSG00000215979.1	miRNA	KNOWN	AL021917.1
ENSG00000261043.1	lincRNA	NOVEL	MIR4313
ENSG00000241098.1	processed_transcript	NOVEL	RP11-139K4.1
ENSG00000142552.2	protein_coding	KNOWN	RCN3
ENSG00000235141.1	pseudogene	KNOWN	RP5-1092K5.2
ENSG00000221423.1	miRNA	KNOWN	AL031602.1
ENSG00000254705.1	antisense	NOVEL	RP11-675M1.2
ENSG00000231434.1	pseudogene	KNOWN	RP11-144L1.8
ENSG00000198046.7	protein_coding	KNOWN	ZNF667
ENSG00000156642.12	protein_coding	KNOWN	NPTN
ENSG00000142867.7	protein_coding	KNOWN	BCL10
ENSG00000149925.12	protein_coding	KNOWN	ALDOA
ENSG00000254222.1	antisense	PUTATIVE	RP11-787D18.2
ENSG00000120662.10	protein_coding	KNOWN	MTRF1
ENSG00000216523.1	pseudogene	KNOWN	RP3-435K13.1
ENSG00000171174.9	protein_coding	KNOWN	RBKS
ENSG00000223864.1	pseudogene	KNOWN	NPM1P19
ENSG00000022567.5	protein_coding	KNOWN	SLC45A4
ENSG00000255377.1	pseudogene	KNOWN	DUXAP5
ENSG00000144959.5	protein_coding	KNOWN	NCEH1
ENSG00000265144.1	miRNA	KNOWN	MIR548AM
ENSG00000054983.12	protein_coding	KNOWN	GALC
ENSG00000207944.1	miRNA	KNOWN	MIR574
ENSG00000204277.1	lincRNA	NOVEL	RP11-219G17.4
ENSG00000249614.1	lincRNA	NOVEL	RP11-703G6.1
ENSG00000223634.1	lincRNA	PUTATIVE	AC012506.3
ENSG00000112200.11	protein_coding	KNOWN	ZNF451
ENSG00000231597.1	antisense	NOVEL	AC007557.4
ENSG00000207498.1	snRNA	KNOWN	U6
ENSG00000262619.1	lincRNA	NOVEL	LINC00621
ENSG00000166908.13	protein_coding	KNOWN	PIP4K2C
ENSG00000263831.1	miRNA	KNOWN	MIR378E
ENSG00000243268.1	pseudogene	KNOWN	ATP5A1P1
ENSG00000101236.11	protein_coding	KNOWN	RNF24
ENSG00000230349.1	lincRNA	NOVEL	LINC00372
ENSG00000197858.6	protein_coding	KNOWN	GPAA1
ENSG00000250990.1	antisense	NOVEL	AC073635.5
ENSG00000228800.1	lincRNA	NOVEL	RP11-253D19.1
ENSG00000113360.12	protein_coding	KNOWN	DROSHA
ENSG00000153066.8	protein_coding	KNOWN	TXNDC11
ENSG00000186265.5	protein_coding	KNOWN	BTLA
ENSG00000207963.1	miRNA	KNOWN	MIR569
ENSG00000207247.1	misc_RNA	KNOWN	Y_RNA
ENSG00000266715.1	miRNA	KNOWN	MIR5090
ENSG00000200313.1	rRNA	KNOWN	RNA5-8SP7
ENSG00000211679.2	IG_C_gene	KNOWN	IGLC3
ENSG00000235938.3	pseudogene	KNOWN	RP11-157L3.4
ENSG00000170325.10	protein_coding	KNOWN	PRDM10
ENSG00000261504.1	lincRNA	NOVEL	RP11-317P15.4
ENSG00000199767.1	snRNA	KNOWN	RNU6-78
ENSG00000233346.1	antisense	NOVEL	RP11-324O2.4
ENSG00000203730.2	protein_coding	KNOWN	TEDDM1
ENSG00000238045.4	antisense	NOVEL	AC009133.14
ENSG00000230107.1	lincRNA	NOVEL	CTA-126B4.7
ENSG00000165716.5	protein_coding	KNOWN	FAM69B
ENSG00000267714.1	antisense	NOVEL	CTD-2540B15.6
ENSG00000240742.1	processed_transcript	PUTATIVE	RP11-465L10.7
ENSG00000156467.5	protein_coding	KNOWN	UQCRB
ENSG00000256566.1	protein_coding	NOVEL	RP4-734P14.4
ENSG00000264720.1	miRNA	KNOWN	MIR3117
ENSG00000110048.7	protein_coding	KNOWN	OSBP
ENSG00000230248.1	lincRNA	NOVEL	RP1-128O3.4
ENSG00000152242.6	protein_coding	KNOWN	C18orf25
ENSG00000254028.1	lincRNA	NOVEL	AC083843.2
ENSG00000224870.3	protein_coding	NOVEL	RP4-758J18.2
ENSG00000204308.6	protein_coding	KNOWN	RNF5
ENSG00000207548.1	miRNA	KNOWN	MIR217
ENSG00000169856.6	protein_coding	KNOWN	ONECUT1
ENSG00000183206.12	protein_coding	KNOWN	POTEC
ENSG00000204054.5	lincRNA	NOVEL	RP11-492E3.1
ENSG00000260281.1	antisense	NOVEL	RP11-329J18.2
ENSG00000265802.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000101222.8	protein_coding	KNOWN	SPEF1
ENSG00000266566.1	miRNA	KNOWN	AC009994.2
ENSG00000232464.1	antisense	PUTATIVE	CTA-125H2.1
ENSG00000257605.1	processed_transcript	PUTATIVE	RP11-680A11.5
ENSG00000234740.1	sense_intronic	NOVEL	RP11-272P10.2
ENSG00000231603.1	pseudogene	KNOWN	RP11-344N17.12
ENSG00000265260.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000211884.1	TR_J_gene	KNOWN	TRAJ5
ENSG00000183570.10	protein_coding	KNOWN	PCBP3
ENSG00000227778.2	pseudogene	KNOWN	XXyac-YX155B6.2
ENSG00000252861.1	snRNA	KNOWN	U6
ENSG00000173110.6	protein_coding	KNOWN	HSPA6
ENSG00000204022.5	protein_coding	KNOWN	LIPJ
ENSG00000261279.1	pseudogene	KNOWN	ULK4P1
ENSG00000149927.13	protein_coding	KNOWN	DOC2A
ENSG00000168303.5	protein_coding	KNOWN	MPLKIP
ENSG00000242559.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000052795.8	protein_coding	KNOWN	FNIP2
ENSG00000163064.5	protein_coding	KNOWN	EN1
ENSG00000211866.1	TR_J_gene	KNOWN	TRAJ23
ENSG00000237646.1	sense_intronic	PUTATIVE	HLCS-IT1
ENSG00000213128.3	pseudogene	KNOWN	RPL32P31
ENSG00000238440.1	snoRNA	KNOWN	snoU13
ENSG00000200303.1	snRNA	KNOWN	U6
ENSG00000126562.12	protein_coding	KNOWN	WNK4
ENSG00000260859.1	sense_intronic	NOVEL	RP11-254F19.2
ENSG00000215560.2	lincRNA	KNOWN	TTTY5
ENSG00000233104.1	sense_intronic	NOVEL	RP11-432J9.4
ENSG00000113441.11	protein_coding	KNOWN	LNPEP
ENSG00000256098.1	pseudogene	KNOWN	RP11-691F15.1
ENSG00000249488.1	pseudogene	KNOWN	AC006160.4
ENSG00000112715.16	protein_coding	KNOWN	VEGFA
ENSG00000205930.4	protein_coding	KNOWN	C21orf49
ENSG00000265655.1	miRNA	KNOWN	AC069280.1
ENSG00000182934.6	protein_coding	KNOWN	SRPR
ENSG00000197565.11	protein_coding	KNOWN	COL4A6
ENSG00000262445.1	lincRNA	NOVEL	CTD-2545H1.2
ENSG00000203356.2	lincRNA	PUTATIVE	RP11-296A18.3
ENSG00000251236.1	pseudogene	KNOWN	RP11-468N14.1
ENSG00000207618.1	miRNA	KNOWN	MIR144
ENSG00000266908.1	lincRNA	NOVEL	RP5-1022P6.7
ENSG00000082515.12	protein_coding	KNOWN	MRPL22
ENSG00000251377.1	lincRNA	PUTATIVE	RP11-18H21.3
ENSG00000257198.1	protein_coding	KNOWN	AL589645.1
ENSG00000201065.1	snRNA	KNOWN	U6
ENSG00000134569.5	protein_coding	KNOWN	LRP4
ENSG00000221010.2	miRNA	KNOWN	AL008708.1
ENSG00000263809.1	protein_coding	NOVEL	RP11-849F2.7
ENSG00000214027.3	pseudogene	KNOWN	ARPC3P5
ENSG00000219951.4	pseudogene	KNOWN	RP11-378G13.2
ENSG00000216781.2	pseudogene	KNOWN	RP1-290I10.2
ENSG00000232412.1	lincRNA	PUTATIVE	RP1-315G1.3
ENSG00000158711.9	protein_coding	KNOWN	ELK4
ENSG00000259413.1	pseudogene	KNOWN	RP11-5O23.1
ENSG00000234275.1	lincRNA	PUTATIVE	AC017053.1
ENSG00000223761.1	lincRNA	PUTATIVE	RP11-57C13.4
ENSG00000227742.1	pseudogene	KNOWN	CALR4P
ENSG00000132507.13	protein_coding	KNOWN	EIF5A
ENSG00000254075.1	IG_V_pseudogene	KNOWN	IGLVV-66
ENSG00000253840.1	pseudogene	KNOWN	RP11-767C6.1
ENSG00000265535.1	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000228502.1	pseudogene	KNOWN	EEF1A1P11
ENSG00000141028.5	pseudogene	KNOWN	CDRT15P1
ENSG00000199354.1	rRNA	KNOWN	RNA5SP273
ENSG00000188690.7	protein_coding	KNOWN	UROS
ENSG00000251568.1	pseudogene	KNOWN	RP11-531A21.5
ENSG00000135905.13	protein_coding	KNOWN	DOCK10
ENSG00000225065.1	antisense	PUTATIVE	RP11-346K17.4
ENSG00000224354.2	pseudogene	KNOWN	MTND2P5
ENSG00000259474.1	antisense	NOVEL	RP11-650L12.1
ENSG00000231740.1	lincRNA	PUTATIVE	RP11-63G10.2
ENSG00000266561.1	pseudogene	KNOWN	CTD-2200P10.2
ENSG00000117682.11	protein_coding	KNOWN	DHDDS
ENSG00000239659.2	pseudogene	KNOWN	RPL9P31
ENSG00000238732.1	snoRNA	KNOWN	snoU13
ENSG00000244265.1	antisense	PUTATIVE	SIAH2-AS1
ENSG00000248173.1	processed_transcript	NOVEL	RP11-659O3.1
ENSG00000227719.1	antisense	PUTATIVE	AC006042.6
ENSG00000233139.1	pseudogene	KNOWN	RP11-38O23.4
ENSG00000251477.1	pseudogene	KNOWN	RP11-74D3.2
ENSG00000174197.12	protein_coding	KNOWN	MGA
ENSG00000263525.1	miRNA	KNOWN	AC022909.1
ENSG00000254971.1	lincRNA	NOVEL	RP11-313I2.11
ENSG00000197047.1	pseudogene	KNOWN	Z73979.1
ENSG00000231144.1	pseudogene	KNOWN	EEF1A1P40
ENSG00000239180.1	misc_RNA	KNOWN	Y_RNA
ENSG00000168746.6	protein_coding	KNOWN	C20orf62
ENSG00000225488.1	lincRNA	NOVEL	RP11-760D2.1
ENSG00000237816.1	pseudogene	KNOWN	RPL21P109
ENSG00000255905.1	pseudogene	KNOWN	AL391319.1
ENSG00000206717.1	misc_RNA	KNOWN	Y_RNA
ENSG00000259402.1	sense_intronic	NOVEL	RP11-30K9.4
ENSG00000100626.11	protein_coding	KNOWN	GALNTL1
ENSG00000117036.7	protein_coding	KNOWN	ETV3
ENSG00000230426.1	lincRNA	KNOWN	ERVMER61-1
ENSG00000266468.1	miRNA	KNOWN	AL031284.1
ENSG00000216205.1	miRNA	KNOWN	AC036178.1
ENSG00000175643.7	protein_coding	KNOWN	RMI2
ENSG00000251101.1	pseudogene	KNOWN	RP11-1267H10.1
ENSG00000066777.3	protein_coding	KNOWN	ARFGEF1
ENSG00000207802.1	miRNA	KNOWN	MIR646
ENSG00000120029.8	protein_coding	KNOWN	C10orf76
ENSG00000257748.1	antisense	NOVEL	RP11-966I7.3
ENSG00000230274.1	pseudogene	KNOWN	PGAM1P3
ENSG00000251429.1	pseudogene	KNOWN	RP11-597D13.7
ENSG00000263531.1	antisense	NOVEL	RP13-753N3.1
ENSG00000171408.9	protein_coding	KNOWN	PDE7B
ENSG00000240292.1	lincRNA	NOVEL	RP11-298O21.2
ENSG00000200756.1	snRNA	KNOWN	U6
ENSG00000115221.6	protein_coding	KNOWN	ITGB6
ENSG00000184979.9	protein_coding	KNOWN	USP18
ENSG00000242571.1	pseudogene	KNOWN	RP11-439L12.1
ENSG00000206844.1	misc_RNA	KNOWN	Y_RNA
ENSG00000164404.4	protein_coding	KNOWN	GDF9
ENSG00000199322.1	rRNA	KNOWN	RNA5SP183
ENSG00000111684.6	protein_coding	KNOWN	LPCAT3
ENSG00000238419.1	snRNA	KNOWN	U7
ENSG00000240480.1	pseudogene	KNOWN	RPL29P2
ENSG00000212314.1	snRNA	KNOWN	U6
ENSG00000187800.9	protein_coding	KNOWN	PEAR1
ENSG00000171243.7	protein_coding	KNOWN	SOSTDC1
ENSG00000250180.1	lincRNA	PUTATIVE	RP11-138A23.2
ENSG00000267041.1	protein_coding	KNOWN	ZNF850
ENSG00000177764.6	protein_coding	KNOWN	ZCCHC3
ENSG00000234452.1	antisense	NOVEL	RP11-168O10.6
ENSG00000230335.1	pseudogene	KNOWN	RP11-159H20.1
ENSG00000231242.1	lincRNA	NOVEL	RP11-87H9.3
ENSG00000223202.1	misc_RNA	KNOWN	7SK
ENSG00000244089.1	pseudogene	KNOWN	HMGB1P30
ENSG00000266761.1	miRNA	KNOWN	MIR3194
ENSG00000231369.1	pseudogene	KNOWN	RP1-40G4P.1
ENSG00000251080.1	lincRNA	NOVEL	RP11-415C15.1
ENSG00000251353.1	pseudogene	KNOWN	MTND3P5
ENSG00000110955.3	protein_coding	KNOWN	ATP5B
ENSG00000231234.1	pseudogene	KNOWN	SKP1P1
ENSG00000131538.6	lincRNA	KNOWN	TTTY6
ENSG00000258629.1	pseudogene	KNOWN	CTD-2014B16.1
ENSG00000187486.5	protein_coding	KNOWN	KCNJ11
ENSG00000171621.9	protein_coding	KNOWN	SPSB1
ENSG00000156299.7	protein_coding	KNOWN	TIAM1
ENSG00000214176.5	pseudogene	KNOWN	PLEKHM1P
ENSG00000201077.1	snRNA	KNOWN	U6
ENSG00000240087.2	pseudogene	KNOWN	RP11-254B13.1
ENSG00000165966.10	protein_coding	KNOWN	PDZRN4
ENSG00000257682.1	lincRNA	NOVEL	RP11-314D7.3
ENSG00000112818.5	protein_coding	KNOWN	MEP1A
ENSG00000265528.1	miRNA	KNOWN	AC092316.1
ENSG00000056972.14	protein_coding	KNOWN	TRAF3IP2
ENSG00000250413.1	antisense	NOVEL	RP11-448G15.1
ENSG00000205927.4	protein_coding	KNOWN	OLIG2
ENSG00000253735.1	lincRNA	PUTATIVE	RP11-115J16.3
ENSG00000142875.14	protein_coding	KNOWN	PRKACB
ENSG00000173473.6	protein_coding	KNOWN	SMARCC1
ENSG00000239547.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000168172.3	protein_coding	KNOWN	HOOK3
ENSG00000253099.1	snRNA	KNOWN	U2
ENSG00000203616.2	pseudogene	KNOWN	RHOT1P2
ENSG00000215085.3	pseudogene	KNOWN	RP11-471G13.2
ENSG00000173914.5	protein_coding	KNOWN	RBM4B
ENSG00000240097.1	pseudogene	KNOWN	RP11-641C17.4
ENSG00000233829.1	pseudogene	KNOWN	AC017078.1
ENSG00000266620.1	miRNA	KNOWN	MIR5001
ENSG00000234643.1	pseudogene	KNOWN	EIF3FP1
ENSG00000135070.9	protein_coding	KNOWN	ISCA1
ENSG00000215915.5	protein_coding	KNOWN	ATAD3C
ENSG00000117450.9	protein_coding	KNOWN	PRDX1
ENSG00000238341.1	snoRNA	KNOWN	snoU13
ENSG00000260675.1	pseudogene	KNOWN	CTD-2576D5.3
ENSG00000213180.4	pseudogene	KNOWN	RPL36AP48
ENSG00000206832.1	snRNA	KNOWN	RNU6V
ENSG00000239486.1	pseudogene	KNOWN	RP11-163E9.1
ENSG00000200799.1	snRNA	KNOWN	U6
ENSG00000234409.3	protein_coding	NOVEL	AC006547.14
ENSG00000235999.1	processed_transcript	KNOWN	RP11-403I13.8
ENSG00000265621.1	miRNA	KNOWN	AC013476.1
ENSG00000228403.1	sense_intronic	PUTATIVE	RP11-563N6.6
ENSG00000221391.1	miRNA	KNOWN	AC013489.1
ENSG00000184014.3	protein_coding	KNOWN	DENND5A
ENSG00000225124.1	pseudogene	KNOWN	AC023271.2
ENSG00000238240.1	pseudogene	KNOWN	RP4-740C4.5
ENSG00000248577.1	pseudogene	KNOWN	RP11-122C5.2
ENSG00000108654.6	protein_coding	KNOWN	DDX5
ENSG00000113732.4	protein_coding	KNOWN	ATP6V0E1
ENSG00000255414.1	lincRNA	NOVEL	AP000783.2
ENSG00000252547.1	miRNA	KNOWN	AC139931.1
ENSG00000168748.9	protein_coding	KNOWN	CA7
ENSG00000138152.7	protein_coding	KNOWN	BTBD16
ENSG00000109265.8	protein_coding	KNOWN	KIAA1211
ENSG00000252891.1	misc_RNA	KNOWN	Y_RNA
ENSG00000234931.1	pseudogene	KNOWN	RP11-510K18.1
ENSG00000230428.1	pseudogene	KNOWN	RP1-196A12.1
ENSG00000232896.1	lincRNA	PUTATIVE	RP11-410K21.2
ENSG00000134697.7	protein_coding	KNOWN	GNL2
ENSG00000006114.11	protein_coding	KNOWN	SYNRG
ENSG00000213421.3	pseudogene	KNOWN	RP11-84O12.2
ENSG00000239545.2	misc_RNA	KNOWN	Metazoa_SRP
ENSG00000264957.1	miRNA	KNOWN	AL109805.1
ENSG00000253983.1	antisense	NOVEL	RP1-16A9.1
ENSG00000102921.3	protein_coding	KNOWN	N4BP1
ENSG00000207874.1	miRNA	KNOWN	MIR610
